pdb,spit,version,energy_myh,energy
7ewu_B,test,after,12180761944964.168,4860742843999.321
7ocj_G,test,after,490334933.44519573,4117618.936740462
7spn_A,test,after,10511241396.831736,10159851500.402632
7vrb_A,test,after,1232661691203711.8,1232440204640207.5
7upq_B,test,after,7625832.092272931,2134.4153616502244
7q6g_A,test,after,4795572687.17693,15926879.630063955
7zty_A,test,after,1.974050885383175e+18,1.9673959439549048e+18
7uss_A,test,after,4.2659007173580856e+16,2.628167670888818e+16
7qys_L,test,after,5.39809615852089e+16,149030841.39694437
7mni_C,test,after,2.5763691465949264e+17,2243586115487937.0
7vfc_A,test,after,38144.827500642445,-23036.41842098072
7a67_A,test,after,201805902.5586935,116904.59461676837
7x8c_B,test,after,133110.70078000752,14726.779192105792
7x0r_B,test,after,2708752686704.019,1021342028800.6605
7u04_H,test,after,7620791450658.305,1088571681.631353
7u4h_A,test,after,2.2878220580198705e+20,2.2878023246139982e+20
7rpr_A,test,after,1025330953496.9768,29518159.985004824
7v2s_B,test,after,3870083153634.266,2631674944454.0063
7on7_A,test,after,15421332110.143755,5699712497.071462
7qau_A,test,after,27166234460.496143,569752.8095202218
7vmf_A,test,after,34960.66876905586,-3290.7781356073583
7t1j_B,test,after,45073805.38741593,5038085.855308254
